net_store,city,address,name,regular_price,prom_price,discount,link_to_image
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Десерт творожный глазированный Ростагроэкспорт ванильный с варёной сгущенкой 15% 60г,"36,99","29,99",18,https://img-dostavka.magnit.ru/resize/416x416/uf/382/3828c0b3a81bd6fed3ac5dff6a97ab41/3814ddab6695f81edc598cf814a44bd2.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сырок глазированный Ростагроэкспорт с ванилином 5% 45г,"29,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/095/0958c96baf6ad6beaf10127e074dfb09/2e53308dfcec6cf89eafbbea7683e02c.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Напиток Nemoloko овсяный шоколадный 200мл,"29,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/1ad/1ad0911c46f2acc1d65789c325a37392/1503aca4c62a7f6505becc948608aa62.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Кисломолочный продукт Актимуно черника ежевика и цинк 1.5% 95г,"29,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/6f8/6f891fc0416f4678d7d8cc548e86a927/925d0fce10a07de5452509abde9946fc.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Трубочка Мирата с соленой карамелью 70г,"29,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/1d8/1d8c74ca5a2e9733ca25e47e505dd545/fda678db92dcdce28a3e7fe62a1f91bc.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Биотворог Ам-Ам с малиной с 6мес 4.2% 100г,"29,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/abd/abdf05d403c5e64d777f040865eee513/f015a7224228e6586f6f72ee00e9344f.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Биотворог детский ФрутоНяня с Малиной 4.2% 100г,"43,99","29,99",31,https://img-dostavka.magnit.ru/resize/416x416/uf/c9f/c9f018d1e4b66a596eb03e2bb40dc5a4/0d2457813b1f94df24b633abb1db0a10.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Маргарин Чудесница Универсальный 55% 180г,"29,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/105/1052553ee5895433305453d4f82994bc/59c4252c6a7ec2886bc16a0f9ba24727.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Кисломолочный продукт Актимуно земляника-шиповник с цинком 1.5% 95г,"29,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/be2/be2b690b224343295bcd66b867faf69a/cca420b1fda5d2b7a06ce323a29802ae.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Биойогурт Актибио манго 3% 110г,"29,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/d94/d946aeb1f20c3b8fe9c2727cc65543c4/f16f775144b571dd486620a8bfa83cb4.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог детский Агуша фруктовый Груша 3.9% 100г,"28,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/026/026ff6cac2b42b77908fd9cb6e36640b/c7e9a04be5dce4ccca6739a9d563af74.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молочный коктейль Angelato Клубника со сливками 2% 200г,"27,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/9d3/9d3a93f2f92984776a3b599e26fd6023/2d058510c6ff570285034e5a1b9f29f2.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Коктейль молочный Северная долина карамель 2.5% 200мл,"36,99","27,99",24,https://img-dostavka.magnit.ru/resize/416x416/uf/880/8805f55ef4998141692890be5821011e/4f7db639736fbd6327806f729eeadda1.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молочный коктейль Angelato Шоколадный 2% 200г,"27,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/ed5/ed55542f480bb6addc65b216960e51db/3e9448d1298a858478116b7f4512c784.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Коктейль молочный Северная долина с клубникой 2.5% 200мл,"36,99","26,99",27,https://img-dostavka.magnit.ru/resize/416x416/uf/012/0123301b8378904bcbe5f80d7fa5c18a/040e3ff7afefbc471b4f91c7a0d6ff85.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Желе Растишка Мультифрукт Ананас Манго 100г,"24,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/689/6898a169ddced536268143f142859fa0/93312b7cecd520949ccbbe2273565942.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Желе Растишка Вишня с натуральным соком 100г,"24,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/141/141cda5377a4685f95d6fe812880c0c6/0e14b1953c768292112b480b6d8f76f0.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Продукт кисломолочный детский Actimel малиновое мороженое 1.5% 95г,"24,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/52f/52f092f2f84320a433d08e9933e7b241/b19da075e5d068084cfd5e37880ecf71.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Паста творожная Суперкид Земляника 3.5% 110г,"23,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/804/8045af79c11d6014ad55d5940a9b0a4a/ee33d2b33a856f81bd2e46bddceea515.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Продукт йогуртный Campina Нежный с соком персика 1.2% 100г,"22,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/078/078d3ca3972a121393a6dc88481d1249/d0308aa401ac2f0c483069f223a36a51.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Продукт йогуртный Campina Нежный с соком клубники 1.2% 100г,"22,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/d25/d254dd9bf66da7d411ba7cad997369d9/937054547696c43c3454837e38c7d994.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сырок творожный Сыркофф Ваниль 23% 40г,"21,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/462/4621d204400da5e8c5b1544caacdf36b/4325a59d52c9e9e87e4cb5c2ed1fe991.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Десерт Ростагроэкспорт творожный глазированный ваниль 15% 60г,"39,99","20,99",47,https://img-dostavka.magnit.ru/resize/416x416/uf/d33/d330f08209c5701702e4458f666c8f9a/06042ccafee6c4e990c39d05e9d84207.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Волшебная долина с витамином 3.2% 200мл,"29,99","17,99",40,https://img-dostavka.magnit.ru/resize/416x416/uf/baf/baf255b7ac1bd155c632a5ae28a4d35b/598192761355a80b45c05676ff19d465.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Продукт йогуртный Alpenland Лесная ягода Яблоко Груша 0.3% 95г,"16,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/b32/b3274ec26d4b260fb405d39eed19d416/d986fde0a0ba331e531c7d96f5b52423.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Продукт йогуртный Alpenland Клубника Персик Маракуйя 0.3% 95г,"16,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/d61/d61d893733a1efa6a72508b4b930dd72/366511bd496e9e97eddd132ca6173947.jpeg
